CodigoVariable,FechaHora,CodigoDuracion,UnidadMedida,Version,Valor
PB_Int,2025-12-01 09:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 04:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-01 02:00:00,PT1H,COP/kWh,TX1,270.8903
PB_Tie,2025-12-01 18:00:00,PT1H,COP/kWh,TX1,290.0
PB_Int,2025-12-01 14:00:00,PT1H,COP/kWh,TX1,283.0
PB_Nal,2025-12-01 17:00:00,PT1H,COP/kWh,TX1,300.8903
PB_Int,2025-12-01 11:00:00,PT1H,COP/kWh,TX1,283.0
PB_Int,2025-12-01 08:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 11:00:00,PT1H,COP/kWh,TX1,283.0
PB_Tie,2025-12-01 19:00:00,PT1H,COP/kWh,TX1,290.0
PB_Int,2025-12-01 10:00:00,PT1H,COP/kWh,TX1,280.0
PB_Nal,2025-12-01 14:00:00,PT1H,COP/kWh,TX1,293.8903
PB_Nal,2025-12-01 10:00:00,PT1H,COP/kWh,TX1,290.8903
PB_Nal,2025-12-01 08:00:00,PT1H,COP/kWh,TX1,290.8903
PB_Tie,2025-12-01 15:00:00,PT1H,COP/kWh,TX1,283.0
PB_Tie,2025-12-01 01:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-01 12:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 21:00:00,PT1H,COP/kWh,TX1,290.0
PB_Int,2025-12-01 04:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-01 20:00:00,PT1H,COP/kWh,TX1,300.8903
PB_Int,2025-12-01 05:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-01 15:00:00,PT1H,COP/kWh,TX1,293.8903
PB_Int,2025-12-01 21:00:00,PT1H,COP/kWh,TX1,290.0
PB_Nal,2025-12-01 05:00:00,PT1H,COP/kWh,TX1,270.8903
PB_Nal,2025-12-01 04:00:00,PT1H,COP/kWh,TX1,270.8903
PB_Tie,2025-12-01 02:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-01 15:00:00,PT1H,COP/kWh,TX1,283.0
PB_Nal,2025-12-01 00:00:00,PT1H,COP/kWh,TX1,270.8903
PB_Int,2025-12-01 22:00:00,PT1H,COP/kWh,TX1,283.0
PB_Nal,2025-12-01 07:00:00,PT1H,COP/kWh,TX1,290.8903
PB_Nal,2025-12-01 12:00:00,PT1H,COP/kWh,TX1,290.8903
PB_Int,2025-12-01 23:00:00,PT1H,COP/kWh,TX1,283.0
PB_Nal,2025-12-01 16:00:00,PT1H,COP/kWh,TX1,300.8903
PB_Nal,2025-12-01 11:00:00,PT1H,COP/kWh,TX1,293.8903
PB_Nal,2025-12-01 22:00:00,PT1H,COP/kWh,TX1,293.8903
PB_Int,2025-12-01 18:00:00,PT1H,COP/kWh,TX1,290.0
PB_Tie,2025-12-01 20:00:00,PT1H,COP/kWh,TX1,290.0
PB_Nal,2025-12-01 23:00:00,PT1H,COP/kWh,TX1,293.8903
PB_Nal,2025-12-19 18:00:00,PT1H,COP/kWh,TX1,418.1615
PB_Nal,2025-12-19 22:00:00,PT1H,COP/kWh,TX1,406.2725
PB_Tie,2025-12-19 02:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 14:00:00,PT1H,COP/kWh,TX1,400.111
PB_Int,2025-12-19 02:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-19 23:00:00,PT1H,COP/kWh,TX1,400.111
PB_Nal,2025-12-19 09:00:00,PT1H,COP/kWh,TX1,341.1615
PB_Nal,2025-12-19 13:00:00,PT1H,COP/kWh,TX1,376.1615
PB_Tie,2025-12-19 18:00:00,PT1H,COP/kWh,TX1,412.0
PB_Nal,2025-12-19 15:00:00,PT1H,COP/kWh,TX1,406.2725
PB_Int,2025-12-19 23:00:00,PT1H,COP/kWh,TX1,400.111
PB_Tie,2025-12-19 15:00:00,PT1H,COP/kWh,TX1,400.111
PB_Int,2025-12-19 21:00:00,PT1H,COP/kWh,TX1,412.0
PB_Int,2025-12-19 05:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-19 19:00:00,PT1H,COP/kWh,TX1,412.0
PB_Tie,2025-12-19 01:00:00,PT1H,COP/kWh,TX1,370.0
PB_Nal,2025-12-19 19:00:00,PT1H,COP/kWh,TX1,418.1615
PB_Nal,2025-12-19 12:00:00,PT1H,COP/kWh,TX1,376.1615
PB_Tie,2025-12-19 03:00:00,PT1H,COP/kWh,TX1,335.0
PB_Int,2025-12-19 22:00:00,PT1H,COP/kWh,TX1,412.0
PB_Int,2025-12-19 13:00:00,PT1H,COP/kWh,TX1,400.111
PB_Tie,2025-12-19 17:00:00,PT1H,COP/kWh,TX1,412.0
PB_Nal,2025-12-19 17:00:00,PT1H,COP/kWh,TX1,418.1615
PB_Int,2025-12-19 01:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 00:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 09:00:00,PT1H,COP/kWh,TX1,335.0
PB_Nal,2025-12-19 23:00:00,PT1H,COP/kWh,TX1,406.2725
PB_Int,2025-12-19 04:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 16:00:00,PT1H,COP/kWh,TX1,412.0
PB_Tie,2025-12-19 04:00:00,PT1H,COP/kWh,TX1,370.0
PB_Nal,2025-12-19 16:00:00,PT1H,COP/kWh,TX1,418.1615
PB_Nal,2025-12-19 10:00:00,PT1H,COP/kWh,TX1,341.1615
PB_Tie,2025-12-19 10:00:00,PT1H,COP/kWh,TX1,370.0
PB_Nal,2025-12-19 04:00:00,PT1H,COP/kWh,TX1,341.1615
PB_Int,2025-12-19 10:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 07:00:00,PT1H,COP/kWh,TX1,370.0
PB_Nal,2025-12-19 07:00:00,PT1H,COP/kWh,TX1,376.1615
PB_Nal,2025-12-19 08:00:00,PT1H,COP/kWh,TX1,341.1615
PB_Tie,2025-12-19 22:00:00,PT1H,COP/kWh,TX1,412.0
PB_Nal,2025-12-19 00:00:00,PT1H,COP/kWh,TX1,376.1615
PB_Tie,2025-12-19 20:00:00,PT1H,COP/kWh,TX1,412.0
PB_Tie,2025-12-19 11:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 08:00:00,PT1H,COP/kWh,TX1,370.0
PB_Nal,2025-12-19 05:00:00,PT1H,COP/kWh,TX1,376.1615
PB_Int,2025-12-19 12:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-19 12:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-19 00:00:00,PT1H,COP/kWh,TX1,370.0
PB_Nal,2025-12-19 14:00:00,PT1H,COP/kWh,TX1,406.2725
PB_Int,2025-12-19 11:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-19 13:00:00,PT1H,COP/kWh,TX1,400.111
PB_Nal,2025-12-19 11:00:00,PT1H,COP/kWh,TX1,376.1615
PB_Tie,2025-12-19 09:00:00,PT1H,COP/kWh,TX1,335.0
PB_Nal,2025-12-19 21:00:00,PT1H,COP/kWh,TX1,418.1615
PB_Nal,2025-12-19 06:00:00,PT1H,COP/kWh,TX1,341.1615
PB_Int,2025-12-19 15:00:00,PT1H,COP/kWh,TX1,400.111
PB_Nal,2025-12-19 03:00:00,PT1H,COP/kWh,TX1,341.1615
PB_Tie,2025-12-19 08:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-19 14:00:00,PT1H,COP/kWh,TX1,400.111
PB_Tie,2025-12-19 07:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 20:00:00,PT1H,COP/kWh,TX1,412.0
PB_Int,2025-12-19 06:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 18:00:00,PT1H,COP/kWh,TX1,412.0
PB_Tie,2025-12-19 05:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-19 21:00:00,PT1H,COP/kWh,TX1,412.0
PB_Tie,2025-12-19 06:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-19 17:00:00,PT1H,COP/kWh,TX1,412.0
PB_Int,2025-12-19 19:00:00,PT1H,COP/kWh,TX1,412.0
PB_Nal,2025-12-19 20:00:00,PT1H,COP/kWh,TX1,418.1615
PB_Nal,2025-12-19 01:00:00,PT1H,COP/kWh,TX1,376.1615
PB_Nal,2025-12-19 02:00:00,PT1H,COP/kWh,TX1,341.1615
PB_Tie,2025-12-19 16:00:00,PT1H,COP/kWh,TX1,412.0
PB_Int,2025-12-19 03:00:00,PT1H,COP/kWh,TX1,335.0
PB_Int,2025-12-22 10:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 15:00:00,PT1H,COP/kWh,TX1,431.111
PB_Int,2025-12-22 17:00:00,PT1H,COP/kWh,TX1,435.0
PB_Nal,2025-12-22 02:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Tie,2025-12-22 14:00:00,PT1H,COP/kWh,TX1,431.111
PB_Tie,2025-12-22 00:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 01:00:00,PT1H,COP/kWh,TX1,426.0
PB_Tie,2025-12-22 13:00:00,PT1H,COP/kWh,TX1,430.0
PB_Nal,2025-12-22 07:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Nal,2025-12-22 03:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Tie,2025-12-22 08:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 04:00:00,PT1H,COP/kWh,TX1,426.0
PB_Tie,2025-12-22 12:00:00,PT1H,COP/kWh,TX1,430.0
PB_Nal,2025-12-22 18:00:00,PT1H,COP/kWh,TX1,440.1253
PB_Tie,2025-12-22 02:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 00:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 21:00:00,PT1H,COP/kWh,TX1,435.0
PB_Tie,2025-12-22 10:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 01:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Int,2025-12-22 08:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 11:00:00,PT1H,COP/kWh,TX1,435.1253
PB_Tie,2025-12-22 18:00:00,PT1H,COP/kWh,TX1,435.0
PB_Tie,2025-12-22 11:00:00,PT1H,COP/kWh,TX1,430.0
PB_Tie,2025-12-22 05:00:00,PT1H,COP/kWh,TX1,426.0
PB_Tie,2025-12-22 09:00:00,PT1H,COP/kWh,TX1,426.0
PB_Tie,2025-12-22 23:00:00,PT1H,COP/kWh,TX1,431.111
PB_Nal,2025-12-22 14:00:00,PT1H,COP/kWh,TX1,435.1253
PB_Int,2025-12-22 12:00:00,PT1H,COP/kWh,TX1,430.0
PB_Tie,2025-12-22 07:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 00:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Nal,2025-12-22 09:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Int,2025-12-22 19:00:00,PT1H,COP/kWh,TX1,435.0
PB_Nal,2025-12-22 19:00:00,PT1H,COP/kWh,TX1,440.1253
PB_Tie,2025-12-22 16:00:00,PT1H,COP/kWh,TX1,435.0
PB_Tie,2025-12-22 04:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 17:00:00,PT1H,COP/kWh,TX1,440.1253
PB_Nal,2025-12-22 10:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Nal,2025-12-22 04:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Nal,2025-12-22 06:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Int,2025-12-22 18:00:00,PT1H,COP/kWh,TX1,435.0
PB_Nal,2025-12-22 12:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Tie,2025-12-22 06:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 15:00:00,PT1H,COP/kWh,TX1,436.2363
PB_Nal,2025-12-22 23:00:00,PT1H,COP/kWh,TX1,436.2363
PB_Tie,2025-12-22 01:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 13:00:00,PT1H,COP/kWh,TX1,435.1253
PB_Nal,2025-12-22 16:00:00,PT1H,COP/kWh,TX1,436.2363
PB_Nal,2025-12-22 20:00:00,PT1H,COP/kWh,TX1,440.1253
PB_Nal,2025-12-22 21:00:00,PT1H,COP/kWh,TX1,440.1253
PB_Int,2025-12-22 02:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 05:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 09:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 08:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Nal,2025-12-22 22:00:00,PT1H,COP/kWh,TX1,436.2363
PB_Int,2025-12-22 14:00:00,PT1H,COP/kWh,TX1,431.111
PB_Tie,2025-12-22 17:00:00,PT1H,COP/kWh,TX1,435.0
PB_Int,2025-12-22 20:00:00,PT1H,COP/kWh,TX1,435.0
PB_Int,2025-12-22 06:00:00,PT1H,COP/kWh,TX1,426.0
PB_Tie,2025-12-22 19:00:00,PT1H,COP/kWh,TX1,435.0
PB_Int,2025-12-22 16:00:00,PT1H,COP/kWh,TX1,435.0
PB_Tie,2025-12-22 22:00:00,PT1H,COP/kWh,TX1,435.0
PB_Tie,2025-12-22 20:00:00,PT1H,COP/kWh,TX1,435.0
PB_Tie,2025-12-22 21:00:00,PT1H,COP/kWh,TX1,435.0
PB_Int,2025-12-22 13:00:00,PT1H,COP/kWh,TX1,430.0
PB_Int,2025-12-22 07:00:00,PT1H,COP/kWh,TX1,426.0
PB_Nal,2025-12-22 05:00:00,PT1H,COP/kWh,TX1,431.1253
PB_Int,2025-12-22 03:00:00,PT1H,COP/kWh,TX1,426.0
PB_Int,2025-12-22 11:00:00,PT1H,COP/kWh,TX1,430.0
PB_Int,2025-12-22 22:00:00,PT1H,COP/kWh,TX1,435.0
PB_Tie,2025-12-22 03:00:00,PT1H,COP/kWh,TX1,426.0
PB_Tie,2025-12-22 15:00:00,PT1H,COP/kWh,TX1,431.111
PB_Int,2025-12-22 23:00:00,PT1H,COP/kWh,TX1,431.111
PB_Nal,2025-12-14 20:00:00,PT1H,COP/kWh,TX1,276.4039
PB_Nal,2025-12-14 00:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Int,2025-12-14 18:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 22:00:00,PT1H,COP/kWh,TX1,265.3208
PB_Nal,2025-12-14 02:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Nal,2025-12-14 01:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Nal,2025-12-14 15:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Int,2025-12-14 07:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 22:00:00,PT1H,COP/kWh,TX1,265.3208
PB_Nal,2025-12-14 08:00:00,PT1H,COP/kWh,TX1,112.4079
PB_Int,2025-12-14 13:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 14:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 13:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 00:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 06:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 10:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Int,2025-12-14 23:00:00,PT1H,COP/kWh,TX1,264.2208
PB_Tie,2025-12-14 01:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 15:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 03:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 10:00:00,PT1H,COP/kWh,TX1,112.4079
PB_Tie,2025-12-14 09:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Nal,2025-12-14 07:00:00,PT1H,COP/kWh,TX1,114.3439
PB_Int,2025-12-14 08:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Tie,2025-12-14 16:00:00,PT1H,COP/kWh,TX1,260.3208
PB_Nal,2025-12-14 06:00:00,PT1H,COP/kWh,TX1,114.3439
PB_Nal,2025-12-14 04:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Tie,2025-12-14 05:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 21:00:00,PT1H,COP/kWh,TX1,276.4039
PB_Tie,2025-12-14 08:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Tie,2025-12-14 20:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Nal,2025-12-14 11:00:00,PT1H,COP/kWh,TX1,246.4039
PB_Int,2025-12-14 11:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 12:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 15:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 11:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 23:00:00,PT1H,COP/kWh,TX1,264.2208
PB_Int,2025-12-14 02:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 14:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 14:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Nal,2025-12-14 13:00:00,PT1H,COP/kWh,TX1,246.4039
PB_Tie,2025-12-14 19:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 16:00:00,PT1H,COP/kWh,TX1,260.3208
PB_Tie,2025-12-14 18:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 19:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 00:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 17:00:00,PT1H,COP/kWh,TX1,276.4039
PB_Nal,2025-12-14 05:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Int,2025-12-14 01:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 09:00:00,PT1H,COP/kWh,TX1,112.4079
PB_Int,2025-12-14 20:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 03:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 19:00:00,PT1H,COP/kWh,TX1,302.4039
PB_Tie,2025-12-14 21:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Nal,2025-12-14 18:00:00,PT1H,COP/kWh,TX1,302.4039
PB_Int,2025-12-14 17:00:00,PT1H,COP/kWh,TX1,265.3208
PB_Nal,2025-12-14 23:00:00,PT1H,COP/kWh,TX1,271.4039
PB_Nal,2025-12-14 12:00:00,PT1H,COP/kWh,TX1,246.4039
PB_Tie,2025-12-14 17:00:00,PT1H,COP/kWh,TX1,265.3208
PB_Int,2025-12-14 21:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 12:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 05:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 09:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Tie,2025-12-14 10:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Nal,2025-12-14 16:00:00,PT1H,COP/kWh,TX1,251.4039
PB_Int,2025-12-14 06:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 04:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Tie,2025-12-14 02:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 03:00:00,PT1H,COP/kWh,TX1,246.4039
PB_Int,2025-12-14 04:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-14 22:00:00,PT1H,COP/kWh,TX1,276.4039
PB_Tie,2025-12-14 07:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Nal,2025-12-13 07:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Tie,2025-12-13 20:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-13 05:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 11:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 07:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 05:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Int,2025-12-13 07:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 10:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 01:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 15:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 03:00:00,PT1H,COP/kWh,TX1,229.89
PB_Tie,2025-12-13 11:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 19:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-13 05:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 04:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Nal,2025-12-13 11:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Int,2025-12-13 23:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 08:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 09:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 03:00:00,PT1H,COP/kWh,TX1,229.89
PB_Tie,2025-12-13 18:00:00,PT1H,COP/kWh,TX1,300.0
PB_Nal,2025-12-13 14:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Tie,2025-12-13 14:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 22:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 12:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 16:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Nal,2025-12-13 06:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Nal,2025-12-13 20:00:00,PT1H,COP/kWh,TX1,245.1882
PB_Tie,2025-12-13 00:00:00,PT1H,COP/kWh,TX1,229.89
PB_Int,2025-12-13 22:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 08:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 23:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Nal,2025-12-13 08:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Tie,2025-12-13 04:00:00,PT1H,COP/kWh,TX1,229.89
PB_Int,2025-12-13 00:00:00,PT1H,COP/kWh,TX1,229.89
PB_Tie,2025-12-13 17:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-13 15:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Nal,2025-12-13 01:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Nal,2025-12-13 00:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Int,2025-12-13 21:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 16:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2025-12-13 12:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 02:00:00,PT1H,COP/kWh,TX1,229.89
PB_Nal,2025-12-13 12:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Nal,2025-12-13 13:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Int,2025-12-13 06:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 23:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 10:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 19:00:00,PT1H,COP/kWh,TX1,270.1882
PB_Int,2025-12-13 18:00:00,PT1H,COP/kWh,TX1,300.0
PB_Tie,2025-12-13 21:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 14:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 16:00:00,PT1H,COP/kWh,TX1,235.0
PB_Nal,2025-12-13 17:00:00,PT1H,COP/kWh,TX1,245.1882
PB_Nal,2025-12-13 21:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Int,2025-12-13 01:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 02:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Nal,2025-12-13 18:00:00,PT1H,COP/kWh,TX1,270.1882
PB_Int,2025-12-13 04:00:00,PT1H,COP/kWh,TX1,229.89
PB_Tie,2025-12-13 02:00:00,PT1H,COP/kWh,TX1,229.89
PB_Nal,2025-12-13 22:00:00,PT1H,COP/kWh,TX1,240.1882
PB_Tie,2025-12-13 13:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 09:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-13 19:00:00,PT1H,COP/kWh,TX1,300.0
PB_Nal,2025-12-13 10:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Int,2025-12-13 15:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 13:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 03:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Int,2025-12-13 20:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-13 06:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-13 09:00:00,PT1H,COP/kWh,TX1,240.0782
PB_Int,2025-12-13 17:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-28 20:00:00,PT1H,COP/kWh,TX1,333.3683
PB_Nal,2025-12-28 11:00:00,PT1H,COP/kWh,TX1,240.2683
PB_Int,2025-12-28 03:00:00,PT1H,COP/kWh,TX1,280.0833
PB_Int,2025-12-28 02:00:00,PT1H,COP/kWh,TX1,280.0833
PB_Nal,2025-12-28 22:00:00,PT1H,COP/kWh,TX1,328.3683
PB_Int,2025-12-28 13:00:00,PT1H,COP/kWh,TX1,280.0833
PB_Int,2025-12-28 19:00:00,PT1H,COP/kWh,TX1,380.0833
PB_Int,2025-12-28 05:00:00,PT1H,COP/kWh,TX1,280.0833
PB_Int,2025-12-28 08:00:00,PT1H,COP/kWh,TX1,245.0833
PB_Int,2025-12-28 06:00:00,PT1H,COP/kWh,TX1,280.0833
PB_Tie,2025-12-28 19:00:00,PT1H,COP/kWh,TX1,380.0833
PB_Tie,2025-12-28 09:00:00,PT1H,COP/kWh,TX1,236.9833
PB_Tie,2025-12-28 17:00:00,PT1H,COP/kWh,TX1,325.0833
PB_Nal,2025-12-28 01:00:00,PT1H,COP/kWh,TX1,283.3683
PB_Tie,2025-12-28 20:00:00,PT1H,COP/kWh,TX1,330.0833
PB_Nal,2025-12-28 12:00:00,PT1H,COP/kWh,TX1,248.3683
PB_Int,2025-12-28 20:00:00,PT1H,COP/kWh,TX1,330.0833
PB_Int,2025-12-28 01:00:00,PT1H,COP/kWh,TX1,325.0833
PB_Int,2025-12-28 07:00:00,PT1H,COP/kWh,TX1,280.0833
PB_Nal,2025-12-28 02:00:00,PT1H,COP/kWh,TX1,283.3683
PB_Tie,2025-12-28 21:00:00,PT1H,COP/kWh,TX1,330.0833
